O*NET-SOC 2010 (CÓDIGO),O*NET-SOC 2010 (NOME),2010 SOC (CÓDIGO),2010 SOC (TÍTULO),Isco08 (CÓDIGO),Isco08 (TÍTULO),PNAD CONTÍNUA _ COD(CÓDIGO),PNAD CONTÍNUA _COD(TÍTULO),CBO CÓDIGO,CBO TÍTULO
49-3091.00,Bicycle Repairers,49-3091,Bicycle Repairers,7234,Bicycle and related repairers,7234,Reparadores de bicicletas e afins,919310,Mecânico de manutenção de bicicletas e veículos similares
49-3092.00,Recreational Vehicle Service Technicians,49-3092,Recreational Vehicle Service Technicians,7231,Motor vehicle mechanics and repairers,7231,Mecânicos e reparadores de veículos a motor,910205,Supervisor da manutenção e reparação de veículos leves
49-3093.00,Tire Repairers and Changers,49-3093,Tire Repairers and Changers,7231,Motor vehicle mechanics and repairers,7231,Mecânicos e reparadores de veículos a motor,910205,Supervisor da manutenção e reparação de veículos leves
49-9011.00,Mechanical Door Repairers,49-9011,Mechanical Door Repairers,7412,Electrical mechanics and fitters,7412,Mecânicos e ajustadores eletricistas,730105,Supervisor de montagem e instalação eletroeletrônica
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",7412,Electrical mechanics and fitters,7412,Mecânicos e ajustadores eletricistas,730105,Supervisor de montagem e instalação eletroeletrônica
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",7127,Air conditioning and refrigeration mechanics,7127,Mecânicos-instaladores de sistemas de refrigeração e climatização,911110,Mecânico de manutenção de bombas
49-9021.01,Heating and Air Conditioning Mechanics and Installers,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",7127,Air conditioning and refrigeration mechanics,7127,Mecânicos-instaladores de sistemas de refrigeração e climatização,911110,Mecânico de manutenção de bombas
49-9021.02,Refrigeration Mechanics and Installers,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",7127,Air conditioning and refrigeration mechanics,7127,Mecânicos-instaladores de sistemas de refrigeração e climatização,911110,Mecânico de manutenção de bombas
49-9031.00,Home Appliance Repairers,49-9031,Home Appliance Repairers,7412,Electrical mechanics and fitters,7412,Mecânicos e ajustadores eletricistas,730105,Supervisor de montagem e instalação eletroeletrônica
49-9041.00,Industrial Machinery Mechanics,49-9041,Industrial Machinery Mechanics,7233,Agricultural and industrial machinery mechanics and repairers,7233,Mecânicos e reparadores de máquinas agrícolas e industriais,919205,"Mecânico de manutenção de máquinas cortadoras de grama, roçadeiras, motosserras e similares"
49-9043.00,"Maintenance Workers, Machinery",49-9043,"Maintenance Workers, Machinery",7233,Agricultural and industrial machinery mechanics and repairers,7233,Mecânicos e reparadores de máquinas agrícolas e industriais,919205,"Mecânico de manutenção de máquinas cortadoras de grama, roçadeiras, motosserras e similares"
49-9044.00,Millwrights,49-9044,Millwrights,7233,Agricultural and industrial machinery mechanics and repairers,7233,Mecânicos e reparadores de máquinas agrícolas e industriais,919205,"Mecânico de manutenção de máquinas cortadoras de grama, roçadeiras, motosserras e similares"
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",49-9045,"Refractory Materials Repairers, Except Brickmasons",7112,Bricklayers and related workers,7112,Pedreiros,715205,Calceteiro
49-9051.00,Electrical Power-Line Installers and Repairers,49-9051,Electrical Power-Line Installers and Repairers,7413,Electrical line installers and repairers,7413,Instaladores e reparadores de linhas elétricas,732105,"Eletricista de manutenção de linhas elétricas, telefônicas e de comunicação de dados"
49-9052.00,Telecommunications Line Installers and Repairers,49-9052,Telecommunications Line Installers and Repairers,7422,Information and communications technology installers and servicers,7422,Instaladores e reparadores em tecnologias da informação e comunicações,412115,Operador de mensagens de telecomunicações (correios)
49-9061.00,Camera and Photographic Equipment Repairers,49-9061,Camera and Photographic Equipment Repairers,7311,Precision-instrument makers and repairers,7311,Mecânicos e reparadores de instrumentos de precisão,740105,Supervisor da mecânica de precisão
49-9062.00,Medical Equipment Repairers,49-9062,Medical Equipment Repairers,7311,Precision-instrument makers and repairers,7311,Mecânicos e reparadores de instrumentos de precisão,740105,Supervisor da mecânica de precisão
49-9063.00,Musical Instrument Repairers and Tuners,49-9063,Musical Instrument Repairers and Tuners,7312,Musical instrument makers and tuners,7312,Confeccionadores e afinadores de instrumentos musicais,740110,Supervisor de fabricação de instrumentos musicais
49-9064.00,Watch Repairers,49-9064,Watch Repairers,7311,Precision-instrument makers and repairers,7311,Mecânicos e reparadores de instrumentos de precisão,740105,Supervisor da mecânica de precisão
49-9069.00,"Precision Instrument and Equipment Repairers, All Other",49-9069,"Precision Instrument and Equipment Repairers, All Other",7311,Precision-instrument makers and repairers,7311,Mecânicos e reparadores de instrumentos de precisão,740105,Supervisor da mecânica de precisão
29-2071.00,Medical Records and Health Information Technicians,29-2071,Medical Records and Health Information Technicians,3252,Medical records and health information technicians,3252,Técnicos em documentação sanitária,515105,Agente comunitário de saúde
49-9081.00,Wind Turbine Service Technicians,49-9081,Wind Turbine Service Technicians,7233,Agricultural and industrial machinery mechanics and repairers,7233,Mecânicos e reparadores de máquinas agrícolas e industriais,919205,"Mecânico de manutenção de máquinas cortadoras de grama, roçadeiras, motosserras e similares"
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",9623,Meter readers and vending-machine collectors,9623,Coletores de dinheiro em máquinas automáticas de venda e leitores de medidores,519940,Leiturista
49-9092.00,Commercial Divers,49-9092,Commercial Divers,7541,Underwater divers,7541,Trabalhadores subaquáticos,781705,Mergulhador profissional (raso e profundo)
49-9093.00,"Fabric Menders, Except Garment",49-9093,"Fabric Menders, Except Garment",7533,"Sewing, embroidery and related workers",7533,"Costureiros, bordadeiros e afins",760305,Encarregado de corte na confecção do vestuário
49-9094.00,Locksmiths and Safe Repairers,49-9094,Locksmiths and Safe Repairers,7222,Toolmakers and related workers,7222,Ferramenteiros e afins,523115,Chaveiro
49-9095.00,Manufactured Building and Mobile Home Installers,49-9095,Manufactured Building and Mobile Home Installers,7119,Building frame and related trades workers not elsewhere classified,7119,Outros trabalhadores qualificados e operários da construção não classificados anteriormente,715545,Montador de andaimes (edificações)
49-9096.00,Riggers,49-9096,Riggers,7215,Riggers and cable splicers,7215,Aparelhadores e emendadores de cabos,724605,Operador de laços de cabos de aço
49-9097.00,Signal and Track Switch Repairers,49-9097,Signal and Track Switch Repairers,7412,Electrical mechanics and fitters,7412,Mecânicos e ajustadores eletricistas,730105,Supervisor de montagem e instalação eletroeletrônica
43-6013.00,Medical Secretaries,43-6013,Medical Secretaries,3344,Medical secretaries,3344,Secretários de medicina,515105,Agente comunitário de saúde
31-9094.00,Medical Transcriptionists,31-9094,Medical Transcriptionists,3344,Medical secretaries,3344,Secretários de medicina,515105,Agente comunitário de saúde
29-1161.00,Nurse Midwives,29-1161,Nurse Midwives,2222,Midwifery professionals,2222,Profissionais de partos,223575,Obstetriz
51-1011.00,First-Line Supervisors of Production and Operating Workers,51-1011,First-Line Supervisors of Production and Operating Workers,3122,Manufacturing supervisors,3122,Supervisores de indústrias de transformação,721405,Operador de centro de usinagem com comando numérico
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",8211,Mechanical machinery assemblers,8211,Mecânicos montadores de maquinaria mecânica,720210,Mestre (indústria de automotores e material de transportes)
51-2021.00,"Coil Winders, Tapers, and Finishers",51-2021,"Coil Winders, Tapers, and Finishers",8212,Electrical and electronic equipment assemblers,8212,Montadores de equipamentos elétricos e eletrônicos,731105,Montador de equipamentos eletrônicos (aparelhos médicos)
51-2022.00,Electrical and Electronic Equipment Assemblers,51-2022,Electrical and Electronic Equipment Assemblers,8212,Electrical and electronic equipment assemblers,8212,Montadores de equipamentos elétricos e eletrônicos,731105,Montador de equipamentos eletrônicos (aparelhos médicos)
51-2023.00,Electromechanical Equipment Assemblers,51-2023,Electromechanical Equipment Assemblers,8212,Electrical and electronic equipment assemblers,8212,Montadores de equipamentos elétricos e eletrônicos,731105,Montador de equipamentos eletrônicos (aparelhos médicos)
51-2031.00,Engine and Other Machine Assemblers,51-2031,Engine and Other Machine Assemblers,8211,Mechanical machinery assemblers,8211,Mecânicos montadores de maquinaria mecânica,720210,Mestre (indústria de automotores e material de transportes)
51-2041.00,Structural Metal Fabricators and Fitters,51-2041,Structural Metal Fabricators and Fitters,7214,Structural-metal preparers and erectors,7214,Montadores de estruturas metálicas,724205,Montador de estruturas metálicas
45-2092.01,Nursery Workers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",6310,Subsistence crop farmers,9211,Trabalhadores elementares da agricultura,622015,Trabalhador na produção de mudas e sementes
51-2092.00,Team Assemblers,51-2092,Team Assemblers,8219,Assemblers not elsewhere classified,8219,Montadores não classificados anteriormente,833205,"Cartonageiro, a mão (caixas de papelão)"
51-2093.00,Timing Device Assemblers and Adjusters,51-2093,Timing Device Assemblers and Adjusters,8212,Electrical and electronic equipment assemblers,8212,Montadores de equipamentos elétricos e eletrônicos,731105,Montador de equipamentos eletrônicos (aparelhos médicos)
51-2099.00,"Assemblers and Fabricators, All Other",51-2099,"Assemblers and Fabricators, All Other",8219,Assemblers not elsewhere classified,8219,Montadores não classificados anteriormente,833205,"Cartonageiro, a mão (caixas de papelão)"
51-3011.00,Bakers,51-3011,Bakers,7512,"Bakers, pastry-cooks and confectionery makers",7512,"Padeiros, confeiteiros e afins",840120,Chefe de confeitaria
51-3021.00,Butchers and Meat Cutters,51-3021,Butchers and Meat Cutters,7511,"Butchers, fishmongers and related food preparers",7511,Magarefes e afins,848105,Defumador de carnes e pescados
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",7511,"Butchers, fishmongers and related food preparers",7511,Magarefes e afins,848105,Defumador de carnes e pescados
51-3023.00,Slaughterers and Meat Packers,51-3023,Slaughterers and Meat Packers,7511,"Butchers, fishmongers and related food preparers",7511,Magarefes e afins,848105,Defumador de carnes e pescados
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",7511,"Butchers, fishmongers and related food preparers",7511,Magarefes e afins,848105,Defumador de carnes e pescados
51-3092.00,Food Batchmakers,51-3092,Food Batchmakers,7513,Dairy-products makers,7513,Trabalhadores da pasteurização do leite e fabricação de laticínios e afins,848205,Pasteurizador
29-2081.00,"Opticians, Dispensing",29-2081,"Opticians, Dispensing",3254,Dispensing opticians,3254,Técnicos em optometria e ópticos,322305,Técnico em óptica e optometria
29-1071.00,Physician Assistants,29-1071,Physician Assistants,2240,Paramedical practitioners,2240,Paramédicos,515135,Socorrista (exceto médicos e enfermeiros)
51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",7223,Metal working machine tool setters and operators,7223,Reguladores e operadores de máquinas-ferramentas,721205,Operador de máquina de eletroerosão
51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",3139,Process control technicians not elsewhere classified,3139,Técnicos em controle de processos não classificados anteriormente,391220,Técnico de painel de controle
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",7223,Metal working machine tool setters and operators,7223,Reguladores e operadores de máquinas-ferramentas,721205,Operador de máquina de eletroerosão
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",7221,"Blacksmiths, hammersmiths and forging press workers",7221,Ferreiros e forjadores,722105,Forjador
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",7223,Metal working machine tool setters and operators,7223,Reguladores e operadores de máquinas-ferramentas,721205,Operador de máquina de eletroerosão
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",7223,Metal working machine tool setters and operators,7223,Reguladores e operadores de máquinas-ferramentas,721205,Operador de máquina de eletroerosão
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",7223,Metal working machine tool setters and operators,7223,Reguladores e operadores de máquinas-ferramentas,721205,Operador de máquina de eletroerosão
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",7223,Metal working machine tool setters and operators,7223,Reguladores e operadores de máquinas-ferramentas,721205,Operador de máquina de eletroerosão
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",7223,Metal working machine tool setters and operators,7223,Reguladores e operadores de máquinas-ferramentas,721205,Operador de máquina de eletroerosão
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",7223,Metal working machine tool setters and operators,7223,Reguladores e operadores de máquinas-ferramentas,721205,Operador de máquina de eletroerosão
51-4041.00,Machinists,51-4041,Machinists,7223,Metal working machine tool setters and operators,7223,Reguladores e operadores de máquinas-ferramentas,721205,Operador de máquina de eletroerosão
51-4051.00,Metal-Refining Furnace Operators and Tenders,51-4051,Metal-Refining Furnace Operators and Tenders,3135,Metal production process controllers,3135,Controladores de processos de produção de metais,722205,Fundidor de metais
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",8122,"Metal finishing, plating and coating machine operators",8122,"Operadores de máquinas polidoras, galvanizadoras e recobridoras de metais",821405,Encarregado de acabamento de chapas e metais (têmpera)
51-4061.00,"Model Makers, Metal and Plastic",51-4061,"Model Makers, Metal and Plastic",7222,Toolmakers and related workers,7222,Ferramenteiros e afins,523115,Chaveiro
51-4062.00,"Patternmakers, Metal and Plastic",51-4062,"Patternmakers, Metal and Plastic",7222,Toolmakers and related workers,7222,Ferramenteiros e afins,523115,Chaveiro
51-4071.00,Foundry Mold and Coremakers,51-4071,Foundry Mold and Coremakers,7211,Metal moulders and coremakers,7211,Moldadores de metal e macheiros,722305,"Macheiro, a mão"
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",7211,Metal moulders and coremakers,7211,Moldadores de metal e macheiros,722305,"Macheiro, a mão"
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",7223,Metal working machine tool setters and operators,7223,Reguladores e operadores de máquinas-ferramentas,721205,Operador de máquina de eletroerosão
51-4111.00,Tool and Die Makers,51-4111,Tool and Die Makers,7222,Toolmakers and related workers,7222,Ferramenteiros e afins,523115,Chaveiro
51-4121.00,"Welders, Cutters, Solderers, and Brazers",51-4121,"Welders, Cutters, Solderers, and Brazers",7212,Welders and flamecutters,7212,Soldadores e oxicortadores,724305,Brasador
51-4121.06,"Welders, Cutters, and Welder Fitters",51-4121,"Welders, Cutters, Solderers, and Brazers",7212,Welders and flamecutters,7212,Soldadores e oxicortadores,724305,Brasador
51-4121.07,Solderers and Brazers,51-4121,"Welders, Cutters, Solderers, and Brazers",7212,Welders and flamecutters,7212,Soldadores e oxicortadores,724305,Brasador
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",7212,Welders and flamecutters,7212,Soldadores e oxicortadores,724305,Brasador
33-3051.00,Police and Sheriff's Patrol Officers,33-3051,Police and Sheriff's Patrol Officers,3351,Customs and border inspectors,3351,Agentes aduaneiros e inspetores de fronteiras,21210,Soldado da polícia militar
51-4192.00,"Layout Workers, Metal and Plastic",51-4192,"Layout Workers, Metal and Plastic",7213,Sheet-metal workers,7213,Chapistas e caldeireiros,724405,Caldeireiro (chapas de cobre)
33-3051.01,Police Patrol Officers,33-3051,Police and Sheriff's Patrol Officers,3351,Customs and border inspectors,3351,Agentes aduaneiros e inspetores de fronteiras,351810,Investigador de polícia
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-4194,"Tool Grinders, Filers, and Sharpeners",7224,"Metal polishers, wheel grinders and tool sharpeners",7224,Polidores de metais e afiadores de ferramentas,721305,Afiador de cardas
51-4199.00,"Metal Workers and Plastic Workers, All Other",51-4199,"Metal Workers and Plastic Workers, All Other",7221,"Blacksmiths, hammersmiths and forging press workers",7221,Ferreiros e forjadores,722105,Forjador
51-5111.00,Prepress Technicians and Workers,51-5111,Prepress Technicians and Workers,7321,Pre-press technicians,7321,Trabalhadores da pré-impressão gráfica,766105,Copiador de chapa
51-5112.00,Printing Press Operators,51-5112,Printing Press Operators,7322,Printers,7322,Impressores,761410,Estampador de tecido
51-5113.00,Print Binding and Finishing Workers,51-5113,Print Binding and Finishing Workers,7323,Print finishing and binding workers,7323,Encadernadores e afins,766305,Acabador de embalagens (flexíveis e cartotécnicas)
51-6011.00,Laundry and Dry-Cleaning Workers,51-6011,Laundry and Dry-Cleaning Workers,8157,Laundry machine operators,8157,"Operadores de máquinas de lavar, tingir e passar roupas",510205,Supervisor de lavanderia
51-6021.00,"Pressers, Textile, Garment, and Related Materials",51-6021,"Pressers, Textile, Garment, and Related Materials",9121,Hand launderers and pressers,9121,Lavadeiros de roupas e passadeiros manuais,516405,Lavador de roupas
51-6031.00,Sewing Machine Operators,51-6031,Sewing Machine Operators,8153,Sewing machine operators,8153,Operadores de máquinas de costura,763210,Costureiro na confecção em série
51-6041.00,Shoe and Leather Workers and Repairers,51-6041,Shoe and Leather Workers and Repairers,7318,"Handicraft workers in textile, leather and related materials",7318,"Artesãos de tecidos, couros e materiais semelhantes",311710,Colorista têxtil
51-6042.00,Shoe Machine Operators and Tenders,51-6042,Shoe Machine Operators and Tenders,8156,Shoemaking and related machine operators,8156,Operadores de máquinas para fabricação de calçados e afins,764205,"Costurador de calçados, a máquina"
51-6051.00,"Sewers, Hand",51-6051,"Sewers, Hand",7533,"Sewing, embroidery and related workers",7533,"Costureiros, bordadeiros e afins",760305,Encarregado de corte na confecção do vestuário
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",51-6052,"Tailors, Dressmakers, and Custom Sewers",7531,"Tailors, dressmakers, furriers and hatters",7531,"Alfaiates, modistas, chapeleiros e peleteiros",763005,Alfaiate
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,8154,"Bleaching, dyeing and fabric cleaning machine operators",8154,"Operadores de máquinas de branqueamento, tingimento e limpeza de tecidos",311705,Colorista de papel
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",7532,Garment and related pattern-makers and cutters,7532,Trabalhadores qualificados da preparação da confecção de roupas,318805,Projetista de móveis
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",8152,Weaving and knitting machine operators,8152,Operadores de teares e outras máquinas de tecelagem,761245,Operador de open-end
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",8151,"Fibre preparing, spinning and winding machine operators",8151,"Operadores de máquinas de preparação de fibras, fiação e bobinamento de fios",761005,Operador polivalente da indústria têxtil
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",8181,Glass and ceramics plant operators,8181,Operadores de instalações de vidraria e cerâmica,750205,Supervisor da indústria de minerais não metálicos (exceto os derivados de petróleo e carvão)
51-6092.00,Fabric and Apparel Patternmakers,51-6092,Fabric and Apparel Patternmakers,7532,Garment and related pattern-makers and cutters,7532,Trabalhadores qualificados da preparação da confecção de roupas,318805,Projetista de móveis
51-6093.00,Upholsterers,51-6093,Upholsterers,7534,Upholsterers and related workers,7534,"Tapeceiros, colchoeiros e afins",765005,Confeccionador de artefatos de couro (exceto sapatos)
51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other",51-6099,"Textile, Apparel, and Furnishings Workers, All Other",7535,"Pelt dressers, tanners and fellmongers",7535,Trabalhadores qualificados do tratamento de couros e peles,760205,Supervisor de curtimento
51-7011.00,Cabinetmakers and Bench Carpenters,51-7011,Cabinetmakers and Bench Carpenters,7522,Cabinet-makers and related workers,7522,Marceneiros e afins,770110,Mestre carpinteiro
51-7021.00,Furniture Finishers,51-7021,Furniture Finishers,7522,Cabinet-makers and related workers,7522,Marceneiros e afins,770110,Mestre carpinteiro
51-7031.00,"Model Makers, Wood",51-7031,"Model Makers, Wood",7522,Cabinet-makers and related workers,7522,Marceneiros e afins,770110,Mestre carpinteiro
51-7032.00,"Patternmakers, Wood",51-7032,"Patternmakers, Wood",7522,Cabinet-makers and related workers,7522,Marceneiros e afins,770110,Mestre carpinteiro
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",8172,Wood processing plant operators,8172,Operadores de instalações para processamento de madeira,773105,Cortador de laminados de madeira
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",7523,Woodworking-machine tool setters and operators,7523,Operadores de máquinas de lavrar madeira,773305,Operador de desempenadeira na usinagem convencional de madeira
51-7099.00,"Woodworkers, All Other",51-7099,"Woodworkers, All Other",7317,"Handicraft workers in wood, basketry and related materials",7317,"Artesãos de pedra, madeira, vime e materiais semelhantes",776405,Cesteiro
51-8011.00,Nuclear Power Reactor Operators,51-8011,Nuclear Power Reactor Operators,3131,Power production plant operators,3131,Operadores de instalações de produção de energia,861105,Operador de central hidrelétrica
51-8012.00,Power Distributors and Dispatchers,51-8012,Power Distributors and Dispatchers,3131,Power production plant operators,3131,Operadores de instalações de produção de energia,861105,Operador de central hidrelétrica
51-8013.00,Power Plant Operators,51-8013,Power Plant Operators,3131,Power production plant operators,3131,Operadores de instalações de produção de energia,861105,Operador de central hidrelétrica
51-8021.00,Stationary Engineers and Boiler Operators,51-8021,Stationary Engineers and Boiler Operators,8182,Steam engine and boiler operators,8182,Operadores de máquinas de vapor e caldeiras,862105,Foguista (locomotivas a vapor)
51-8031.00,Water and Wastewater Treatment Plant and System Operators,51-8031,Water and Wastewater Treatment Plant and System Operators,3132,Incinerator and water treatment plant operators,3132,"Operadores de incineradores, instalações de tratamento de água e afins",862140,Operador de estação de bombeamento
51-8091.00,Chemical Plant and System Operators,51-8091,Chemical Plant and System Operators,3133,Chemical processing plant controllers,3133,Controladores de instalações de processamento de produtos químicos,325005,Enólogo
51-8092.00,Gas Plant Operators,51-8092,Gas Plant Operators,3134,Petroleum and natural gas refining plant operators,3134,Operadores de instalações de refino de petróleo e gás natural,811335,Operador de filtros de parafina (tratamentos químicos e afins)
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",3134,Petroleum and natural gas refining plant operators,3134,Operadores de instalações de refino de petróleo e gás natural,811335,Operador de filtros de parafina (tratamentos químicos e afins)
51-8099.00,"Plant and System Operators, All Other",51-8099,"Plant and System Operators, All Other",3132,Incinerator and water treatment plant operators,3132,"Operadores de incineradores, instalações de tratamento de água e afins",862140,Operador de estação de bombeamento
51-8099.01,Biofuels Processing Technicians,51-8099,"Plant and System Operators, All Other",3132,Incinerator and water treatment plant operators,3132,"Operadores de incineradores, instalações de tratamento de água e afins",862140,Operador de estação de bombeamento
51-8099.02,Methane/Landfill Gas Generation System Technicians,51-8099,"Plant and System Operators, All Other",3132,Incinerator and water treatment plant operators,3132,"Operadores de incineradores, instalações de tratamento de água e afins",862140,Operador de estação de bombeamento
51-8099.03,Biomass Plant Technicians,51-8099,"Plant and System Operators, All Other",3132,Incinerator and water treatment plant operators,3132,"Operadores de incineradores, instalações de tratamento de água e afins",862140,Operador de estação de bombeamento
51-8099.04,Hydroelectric Plant Technicians,51-8099,"Plant and System Operators, All Other",3132,Incinerator and water treatment plant operators,3132,"Operadores de incineradores, instalações de tratamento de água e afins",862140,Operador de estação de bombeamento
51-9011.00,Chemical Equipment Operators and Tenders,51-9011,Chemical Equipment Operators and Tenders,8131,Chemical products plant and machine operators,8131,Operadores de instalações e máquinas de produtos químicos,811105,Moleiro (tratamentos químicos e afins)
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",7513,Dairy-products makers,7513,Trabalhadores da pasteurização do leite e fabricação de laticínios e afins,848205,Pasteurizador
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",8112,Mineral and stone processing plant operators,8112,Operadores de instalações de processamento de minerais e rochas,712105,Moleiro de minérios
51-9022.00,"Grinding and Polishing Workers, Hand",51-9022,"Grinding and Polishing Workers, Hand",7224,"Metal polishers, wheel grinders and tool sharpeners",7224,Polidores de metais e afiadores de ferramentas,721305,Afiador de cardas
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",8114,"Cement, stone and other mineral products machine operators",8114,"Operadores de máquinas para fabricar cimento, pedras e outros produtos minerais",715405,Operador de betoneira
51-9031.00,"Cutters and Trimmers, Hand",51-9031,"Cutters and Trimmers, Hand",7315,"Glass makers, cutters, grinders and finishers",7315,"Cortadores, polidores, jateadores e gravadores de vidros e afins",752105,Artesão modelador (vidros)
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",8114,"Cement, stone and other mineral products machine operators",8114,"Operadores de máquinas para fabricar cimento, pedras e outros produtos minerais",715405,Operador de betoneira
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",7516,Tobacco preparers and tobacco products makers,7516,Trabalhadores qualificados da preparação do fumo e seus produtos,840115,Supervisor da indústria de fumo
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",7521,Wood treaters,7521,Trabalhadores de tratamento e preparação da madeira,772105,Classificador de madeira
51-4052.00,"Pourers and Casters, Metal",51-4052,"Pourers and Casters, Metal",8121,Metal processing plant operators,8121,Operadores de instalações de processamento de metais,722205,Fundidor de metais
